partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_list
IBM,IBM IT Support,"{"" Customer Success"","" Cloud Computing"","" Computer Networking"","" Strategy and Operations"","" Operating Systems"","" Cloud Storage"","" Cloud Applications"","" Leadership and Management"","" System Security"","" Customer Support"","" Communication"","" Computer Programming"","" Cyberattacks"","" Cloud Infrastructure"","" Cloud Platforms"","" Databases"","" DevOps"","" Networking Hardware"","" Cryptography"","" IBM Cloud"","" Information Technology"","" Network Architecture"","" Network Security"","" Security Engineering"","" Software Engineering""}",4.7,6.6k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'network security', 'cloud computing', 'ibm cloud', 'devops', 'strategy', 'leadership', 'communication', 'networking', 'network architecture', 'networking hardware', 'computer networking', 'cryptography', 'customer support', 'cyberattacks', 'security engineering', 'software engineering', 'information technology', 'cloud infrastructure', 'customer success', 'system security', 'cloud applications', 'computer programming', 'databases', 'strategy and operations', 'cloud platforms', 'operating systems', 'leadership and management', 'cloud storage']"
Google,"Foundations: Data, Data, Everywhere","{"" Data Analysis"","" SQL"","" Data Visualization"","" Business Analysis"","" Spreadsheet Software"","" Data Science"","" Databases"","" Microsoft Excel""}",4.8,93.9k,Beginner , Course , 1 - 3 Months,False,"['sql', 'data science', 'data visualization', 'business analysis', 'excel', 'data analysis', 'databases', 'spreadsheet software']"
SkillUp EdTech,IBM IT Project Manager,"{"" Software Engineering"","" Agile Software Development"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Communication"","" Cloud Applications"","" Product Management"","" Scrum (Software Development)"","" Software-Defined Networking"","" Leadership and Management"","" Project Management"","" Cloud Computing"","" IBM Cloud"","" Information Technology"","" Operating Systems"","" Python Programming"","" Risk Management""}",4.8,2.4k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'python', 'cloud computing', 'ibm cloud', 'project management', 'agile', 'scrum', 'risk management', 'leadership', 'communication', 'networking', 'product management', 'programming principles', 'software architecture', 'software engineering', 'software-defined networking', 'software engineering tools', 'python programming', 'information technology', 'application development', 'cloud applications', 'computer programming', 'agile software development', 'operating systems', 'leadership and management']"
Google,Google IT Automation with Python,"{"" Cloud Computing"","" Cloud Platforms"","" Collaboration"","" Computer Programming"","" Data Structures"","" Google Cloud Platform"","" Leadership and Management"","" Problem Solving"","" Python Programming""}",4.7,42k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'python', 'cloud computing', 'leadership', 'problem solving', 'data structures', 'collaboration', 'python programming', 'computer programming', 'cloud platforms', 'google cloud platform', 'leadership and management']"
IBM,Information Technology (IT) and Cloud Fundamentals,"{"" Cloud Computing"","" Computer Networking"","" Operating Systems"","" Cloud Storage"","" System Security"","" Cloud Applications"","" Cyberattacks"","" Cloud Infrastructure"","" Cloud Platforms"","" Databases"","" DevOps"","" Networking Hardware"","" Computer Programming"","" Cryptography"","" IBM Cloud"","" Network Architecture"","" Network Security"","" Security Engineering"","" Software Engineering""}",4.7,6.1k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'network security', 'cloud computing', 'ibm cloud', 'devops', 'networking', 'network architecture', 'networking hardware', 'computer networking', 'cryptography', 'cyberattacks', 'security engineering', 'software engineering', 'cloud infrastructure', 'system security', 'cloud applications', 'computer programming', 'databases', 'cloud platforms', 'operating systems', 'cloud storage']"
Vanderbilt University,Prompt Engineering,"{"" Creativity"","" Data Analysis"","" Problem Solving"","" Writing""}",4.8,1.8k,Beginner , Specialization , 1 - 3 Months,False,"['problem solving', 'creativity', 'data analysis', 'writing']"
Microsoft,Microsoft Power BI Data Analyst,"{"" Data Analysis"","" Data Management"","" Data Mining"","" Data Model"","" Extract"","" Transform"","" Load"","" Microsoft Excel"","" Power BI"","" SQL""}",4.6,907,Beginner , Professional Certificate , 3 - 6 Months,False,"['sql', 'power bi', 'data mining', 'bi', 'excel', 'data management', 'data analysis', 'data model']"
IBM,IBM Data Warehouse Engineer,"{"" Data Management"","" Databases"","" Database Administration"","" SQL"","" Database Application"","" Extract"","" Transform"","" Load"","" Data Warehousing"","" Database Design"","" Data Structures"","" Data Engineering"","" Computer Programming"","" Data Analysis"","" Data Architecture"","" Database Theory"","" Apache"","" Python Programming"","" Leadership and Management"","" Professional Development"","" Big Data"","" Data Model"","" Distributed Computing Architecture"","" Computational Thinking"","" PostgreSQL"","" Software Architecture"","" Cloud Computing"","" Linux"","" IBM Cloud"","" Network Security"","" NoSQL"","" Business Intelligence"","" Data Science""}",4.7,3.6k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'network security', 'python', 'sql', 'nosql', 'postgresql', 'linux', 'cloud computing', 'ibm cloud', 'data science', 'big data', 'business intelligence', 'leadership', 'data structures', 'data engineering', 'data warehousing', 'software architecture', 'database application', 'database theory', 'python programming', 'data management', 'apache', 'data architecture', 'database administration', 'data analysis', 'computational thinking', 'professional development', 'computer programming', 'databases', 'database design', 'data model', 'leadership and management', 'distributed computing architecture']"
IBM,IBM Cybersecurity Analyst,"{"" Cryptography"","" Python Programming"","" Linux"","" Network Security"","" Security Strategy"","" Software Security"","" System Software"","" Computer Security Incident Management"","" Networking Hardware"","" Security Software"","" Cloud Computing"","" Cyberattacks"","" DevOps"","" Mobile Security"","" Computer Programming"","" Databases"","" Leadership and Management"","" Operating Systems"","" SQL"","" System Security""}",4.6,21.7k,Beginner , Professional Certificate , 3 - 6 Months,True,"['cloud', 'network security', 'python', 'sql', 'linux', 'cloud computing', 'devops', 'strategy', 'leadership', 'networking', 'networking hardware', 'computer security', 'incident management', 'software security', 'cryptography', 'cyberattacks', 'python programming', 'system software', 'security strategy', 'system security', 'security software', 'computer programming', 'databases', 'operating systems', 'mobile security', 'leadership and management']"
DeepLearning.AI,AI For Everyone,"{"" Data Science"","" Deep Learning"","" Machine Learning"","" Artificial Neural Networks"","" Business Transformation"","" Human Learning"","" Planning"","" Project Management""}",4.8,39.4k,Beginner , Course , 1 - 4 Weeks,False,"['machine learning', 'deep learning', 'neural networks', 'data science', 'project management', 'artificial neural networks', 'planning', 'human learning', 'business transformation']"
DeepLearning.AI,Supervised Machine Learning: Regression and Classification,"{"" Machine Learning"","" Machine Learning Algorithms"","" Regression"","" Applied Machine Learning"","" Algorithms"","" Statistical Machine Learning"","" Mathematics"","" Critical Thinking"","" Machine Learning Software"","" Python Programming""}",4.9,15k,Beginner , Course , 1 - 4 Weeks,False,"['python', 'machine learning', 'critical thinking', 'algorithms', 'machine learning algorithms', 'python programming', 'regression', 'mathematics', 'machine learning software', 'statistical machine learning', 'applied machine learning']"
IBM,IBM DevOps and Software Engineering,"{""""}",,,,,,False,[]
IBM,IBM Front-End Developer,"{"" Software Engineering"","" Cloud Applications"","" Application Development"","" Computer Programming"","" Software Engineering Tools"","" Cloud Computing"","" IBM Cloud"","" Programming Principles"","" Web Development"","" Agile Software Development"","" Cloud API"","" Cloud Infrastructure"","" Cloud Management"","" Cloud Platforms"","" Communication"","" DevOps"","" Software Architecture"","" Continuous Integration"","" Software As A Service"","" Web Development Tools"","" Continuous Delivery"","" Front-End Web Development"","" Leadership and Management"","" Product Management"","" Software-Defined Networking"","" Collaboration"","" Javascript"","" NoSQL"","" Mergers & Acquisitions"","" Python Programming"","" React (web framework)"","" Strategy""}",4.6,1.6k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'javascript', 'react', 'python', 'nosql', 'cloud computing', 'ibm cloud', 'agile', 'devops', 'continuous integration', 'strategy', 'leadership', 'communication', 'networking', 'continuous delivery', 'product management', 'api', 'programming principles', 'software architecture', 'collaboration', 'software engineering', 'software-defined networking', 'software engineering tools', 'python programming', 'cloud infrastructure', 'cloud management', 'application development', 'mergers & acquisitions', 'cloud api', 'cloud applications', 'web development tools', 'front-end web development', 'software as a service', 'computer programming', 'agile software development', 'cloud platforms', 'leadership and management', 'web development']"
